slug,page_type,cluster,cluster_priority,word_target,h1,priority,status,target_queries_count,due_phase
/agniveer-navy-salary,salary,defence,3,1200,Agniveer Navy Salary 2026 — Pay & Benefits,medium,planned,6,B3
/agniveer-airforce-notification,notification,defence,3,1200,Agniveer Vayu 2026 Notification — Air Force Recruitment,medium,planned,10,B2
/agniveer-airforce-syllabus,syllabus,defence,3,1500,Agniveer Air Force Syllabus 2026 — Complete Syllabus,medium,planned,8,B3
/agniveer-airforce-salary,salary,defence,3,1200,Agniveer Air Force Salary 2026 — Pay & Benefits,medium,planned,6,B3
/afcat-notification,notification,defence,3,1200,AFCAT 2026 Notification — Air Force Common Admission Test,medium,planned,8,B2
/afcat-syllabus,syllabus,defence,3,1500,AFCAT Syllabus 2026 — Complete Exam Syllabus & Topics,medium,planned,8,B3
/afcat-salary,salary,defence,3,1200,AFCAT Salary 2026 — IAF Officer Pay & Allowances,low,planned,6,B3
/coast-guard-notification,notification,defence,3,1200,Coast Guard 2026 Notification — Navik Yantrik AC,medium,planned,8,B3
/coast-guard-syllabus,syllabus,defence,3,1200,Coast Guard Syllabus 2026 — Navik & Yantrik Syllabus,low,planned,6,B3
/coast-guard-salary,salary,defence,3,1200,Coast Guard Salary 2026 — Navik & AC Pay Scale,low,planned,6,B3
/drdo-recruitment,notification,defence,3,1000,DRDO Recruitment 2026 — Scientist CEPTAM Apprentice,low,planned,6,B3
/drdo-salary,salary,defence,3,1200,DRDO Salary 2026 — Scientist Pay Scale & Allowances,low,planned,6,B3
/teaching-jobs,hub,teaching,3,2000,Teaching Jobs 2026 — CTET KVS NVS & Teacher Recruitment,high,planned,18,B2
/ctet-notification,notification,teaching,3,1200,CTET 2026 Notification — Paper I & II Exam Details,high,planned,15,B2
/ctet-syllabus,syllabus,teaching,3,1500,CTET Syllabus 2026 — Paper I & Paper II Complete Syllabus,high,planned,12,B2
/ctet-exam-pattern,exam_pattern,teaching,3,1200,CTET Exam Pattern 2026 — Paper Structure & Marking,medium,planned,8,B2
/ctet-cutoff,cutoff,teaching,3,1000,CTET Cutoff 2026 — Qualifying Marks Category-Wise,medium,planned,6,B3
/ctet-previous-year-papers,previous_papers,teaching,3,900,CTET Previous Year Papers — Paper I & II PDF Download,medium,planned,8,B2
/kvs-teacher-notification,notification,teaching,3,1200,KVS Teacher 2026 Notification — PRT TGT PGT Recruitment,medium,planned,10,B2
/kvs-teacher-syllabus,syllabus,teaching,3,1500,KVS Teacher Syllabus 2026 — PRT TGT PGT Syllabus,medium,planned,8,B3
/kvs-teacher-salary,salary,teaching,3,1200,KVS Teacher Salary 2026 — PRT TGT PGT Pay & Perks,medium,planned,8,B2
/nvs-teacher-notification,notification,teaching,3,1200,NVS Teacher 2026 Notification — Navodaya Recruitment,medium,planned,8,B3
/nvs-teacher-syllabus,syllabus,teaching,3,1200,NVS Teacher Syllabus 2026 — PGT TGT Complete Syllabus,low,planned,6,B3
/nvs-teacher-salary,salary,teaching,3,1200,NVS Teacher Salary 2026 — Pay Scale & Allowances,low,planned,6,B3
/ugc-net-notification,notification,teaching,3,1200,UGC NET 2026 Notification — December Session Details,medium,planned,10,B2
/ugc-net-syllabus,syllabus,teaching,3,1500,UGC NET Syllabus 2026 — Paper I & II Subject-Wise,medium,planned,10,B2
/ugc-net-exam-pattern,exam_pattern,teaching,3,1000,UGC NET Exam Pattern 2026 — Paper Structure,medium,planned,6,B3
/ugc-net-cutoff,cutoff,teaching,3,1000,UGC NET Cutoff 2026 — Category-Wise Qualifying Marks,low,planned,6,B3
/uptet-notification,notification,teaching,3,1000,UPTET 2026 Notification — UP Teacher Eligibility Test,medium,planned,8,B3
/uptet-syllabus,syllabus,teaching,3,1200,UPTET Syllabus 2026 — Paper I & II Complete Syllabus,medium,planned,8,B3
/uptet-cutoff,cutoff,teaching,3,1000,UPTET Cutoff 2026 — Qualifying Marks,low,planned,6,B3
/state-psc-jobs,hub,state_psc,3,2000,State PSC Jobs 2026 — UPPSC BPSC MPPSC & More Recruitment,high,planned,15,B2
/uppsc-notification,notification,state_psc,3,1200,UPPSC PCS 2026 Notification — UP Civil Services Recruitment,high,planned,12,B2
/uppsc-syllabus,syllabus,state_psc,3,1500,UPPSC Syllabus 2026 — Prelims & Mains Complete Syllabus,high,planned,10,B2
/uppsc-exam-pattern,exam_pattern,state_psc,3,1000,UPPSC Exam Pattern 2026 — Paper Structure & Marking,medium,planned,6,B3
/uppsc-salary,salary,state_psc,3,1200,UPPSC PCS Salary 2026 — SDM BDO Pay Scale & Perks,medium,planned,8,B2
/uppsc-cutoff,cutoff,state_psc,3,1000,UPPSC Cutoff 2026 — Category-Wise Cut Off Marks,medium,planned,6,B3
/bpsc-notification,notification,state_psc,3,1200,BPSC 2026 Notification — Bihar Civil Services Recruitment,high,planned,12,B2
/bpsc-syllabus,syllabus,state_psc,3,1500,BPSC Syllabus 2026 — Prelims & Mains Complete Syllabus,medium,planned,10,B2
/bpsc-exam-pattern,exam_pattern,state_psc,3,1000,BPSC Exam Pattern 2026 — Paper Structure,medium,planned,6,B3
/bpsc-salary,salary,state_psc,3,1200,BPSC Salary 2026 — Bihar PCS Officer Pay Scale,medium,planned,6,B3
/bpsc-cutoff,cutoff,state_psc,3,1000,BPSC Cutoff 2026 — Category-Wise Cut Off Marks,low,planned,6,B3
/mppsc-notification,notification,state_psc,3,1200,MPPSC 2026 Notification — MP State Services Recruitment,medium,planned,8,B3
/mppsc-syllabus,syllabus,state_psc,3,1500,MPPSC Syllabus 2026 — Prelims & Mains Syllabus,medium,planned,8,B3
/mppsc-salary,salary,state_psc,3,1200,MPPSC Salary 2026 — MP PCS Officer Pay Scale,low,planned,6,B3
/rpsc-ras-notification,notification,state_psc,3,1200,RPSC RAS 2026 Notification — Rajasthan Admin Service,medium,planned,8,B3
/rpsc-ras-syllabus,syllabus,state_psc,3,1500,RPSC RAS Syllabus 2026 — Prelims & Mains Syllabus,medium,planned,8,B3
/rpsc-ras-salary,salary,state_psc,3,1200,RAS Salary 2026 — Rajasthan Admin Service Pay Scale,low,planned,6,B3
/wbpsc-notification,notification,state_psc,3,1000,WBPSC 2026 Notification — West Bengal Civil Services,low,planned,6,B3
/wbpsc-syllabus,syllabus,state_psc,3,1200,WBPSC Syllabus 2026 — WBCS Prelims & Mains Syllabus,low,planned,6,B3
/wbpsc-salary,salary,state_psc,3,1200,WBPSC Salary 2026 — WBCS Officer Pay & Allowances,low,planned,6,B3
/govt-jobs-without-exam,hub,without_exam,3,2000,Govt Jobs Without Exam 2026 — Direct Recruitment Vacancies,high,planned,20,B2
/10th-pass-govt-jobs-without-exam,landing,without_exam,3,1200,10th Pass Govt Jobs Without Exam 2026 — Direct Selection,high,planned,12,B2
/12th-pass-govt-jobs-without-exam,landing,without_exam,3,1200,12th Pass Govt Jobs Without Exam 2026 — Merit Based Jobs,high,planned,10,B2
/graduate-govt-jobs-without-exam,landing,without_exam,3,1200,Graduate Govt Jobs Without Exam 2026 — Interview Only,medium,planned,10,B2
/anganwadi-recruitment,notification,without_exam,3,1200,Anganwadi Recruitment 2026 — Worker & Helper Vacancies,high,planned,12,B2
/anganwadi-salary,salary,without_exam,3,1200,Anganwadi Worker Salary 2026 — State-Wise Honorarium,medium,planned,8,B3
/court-peon-recruitment,notification,without_exam,3,1000,Court Peon Recruitment 2026 — District Court Vacancies,medium,planned,8,B3
/court-peon-salary,salary,without_exam,3,1000,Court Peon Salary 2026 — Pay Scale & Allowances,low,planned,6,B3
/gram-panchayat-jobs,landing,without_exam,3,1200,Gram Panchayat Jobs 2026 — Block Level Recruitment,medium,planned,8,B3
/govt-jobs-without-exam-uttar-pradesh,landing,without_exam,3,1200,UP Govt Jobs Without Exam 2026 — Direct Recruitment,medium,planned,8,B3
/govt-jobs-without-exam-bihar,landing,without_exam,3,1200,Bihar Govt Jobs Without Exam 2026 — Direct Selection,medium,planned,6,B3
/govt-jobs-without-exam-rajasthan,landing,without_exam,3,1200,Rajasthan Govt Jobs Without Exam 2026 — Merit Based,low,planned,6,B3
/govt-jobs-without-exam-madhya-pradesh,landing,without_exam,3,1200,MP Govt Jobs Without Exam 2026 — Direct Recruitment,low,planned,6,B3
